程序导标记，不用翻译,,,,,,,
ID,name,desc,talk_pre,talk_accept,talk_doing,talk_finish,task_failed
423,[no_use]300面旗子,[no_use],[no_use],[no_use],[no_use],[no_use],[no_use]
424,[no_use]10面旗子,[no_use],[no_use],[no_use],[no_use],[no_use],[no_use]
425,[no_use]50面旗子,[no_use],[no_use],[no_use],[no_use],[no_use],[no_use]
426,[no_use]100面旗子,[no_use],[no_use],[no_use],[no_use],[no_use],[no_use]
427,[no_use]200面旗子,[no_use],[no_use],[no_use],[no_use],[no_use],[no_use]
428,[no_use]300面旗子,[no_use],[no_use],[no_use],[no_use],[no_use],[no_use]
438,[no_use]收集邮包,[no_use],[no_use],[no_use],[no_use],[no_use],[no_use]
439,Homesick Son,"Help Tie Dan, the son of Blacksmith, send a letter to his father.","I am the son of the Blacksmith in Tiger Mountain.  My father sent me to Cloud Mountain to be the apprentice.  I heard the monsters in the Snake Cave are so fierce.  I really want to have an insight into it.  I haven't been home for long time, could you please deliver a mail to my father?  He is at the Crow Forest of Tiger Mountain, which is at the south of Stone City.  There is another scenario called Rattan Cave in Tiger Mountain, I heard the Aborigine Officer is seeking someone to explore the cave.",Thank you very much!  This is the letter to my father.,Tiger Mountain is not far from here.  It is at the south of Stone City.  Take care of the monsters while you are on you way.,I really miss my son. Thank you for delivery the letter.  My son seems going well in Cloud Mountain.,"No problem, you could go there next time."
440,Christmas Gift,Santa Claus brings many gifts to the players! Let's go to find him.,"Hello, Merry Christmas!",Come to take a Christmas gift!,Come to take a Christmas gift!,Merry Christmas and Happy New Year!,
441,Christmas Gift,Santa Claus brings many gifts to the players! Let's go to find him.,"Hello, Merry Christmas!",Come to take a Christmas gift!,Come to take a Christmas gift!,Merry Christmas and Happy New Year!,
442,Christmas Gift,Santa Claus brings many gifts to the players! Let's go to find him.,"Hello, Merry Christmas!",Come to take a Christmas gift!,Come to take a Christmas gift!,Merry Christmas and Happy New Year!,
443,Christmas Gift,Santa Claus brings many gifts to the players! Let's go to find him.,"Hello, Merry Christmas!",Come to take a Christmas gift!,Come to take a Christmas gift!,Merry Christmas and Happy New Year!,
444,[no_use]装饰圣诞树,[no_use],[no_use],[no_use],[no_use],[no_use],
445,[no_use]装饰圣诞树,[no_use],[no_use],[no_use],[no_use],[no_use],
446,[no_use]高级圣诞礼物领取,[no_use],[no_use],[no_use],[no_use],[no_use],
447,[no_use]换取门派道具包,[no_use],[no_use],[no_use],[no_use],[no_use],
448,"[no_use]恭喜发财,红包拿来!",[no_use],[no_use],[no_use],[no_use],[no_use],
449,"[no_use]年兽出没,新年出击!",[no_use],[no_use],[no_use],[no_use],[no_use],
450,[no_use]新手欢庆新年任务,[no_use],[no_use],[no_use],[no_use],[no_use],
451,[no_use]高手欢庆新年任务,[no_use],[no_use],[no_use],[no_use],[no_use],
452,[no_use]高手之高高手欢庆新年任务,[no_use],[no_use],[no_use],[no_use],[no_use],
453,[no_use]问候前辈,[no_use],[no_use],[no_use],[no_use],[no_use],[no_use]
454,[no_use]新年新气象,[no_use],[no_use],[no_use],[no_use],[no_use],[no_use]
455,Centipede Disaster,Help Cloud Mountain Reputation Merchant perish the evil force here.,"Since Immortal Centipede ran into the Centipede Mountain, those centipedes become aggressive.  They are the big headache of the passersby. The villagers are planning to exterminate the centipedes. $username$, would you like help us?",To reinstall the peace life of Cloud Mountain does depend on you.,Take action now!  Don't waste time!,"$username$, thank you very much. Your reputation increased!  We all respect you now.",
456,Snake Disaster,Help Cloud Mountain Reputation Merchant perish the evil force here.,"Ghost Wind Tao is hiding in the Cloud Mountain. So the Snakes rely on the support of Ghost Wind Tao,  they inhale the villagers blood.  The whole village is under their horrible atmosphere.  We need a hero to save us from the horrible life. ",To reinstall the peace life of Cloud Mountain does depend on you.,Take action now!  Don't waste time!,"$username$, thank you very much. Your reputation increased!  We all respect you now.",
457,Mushroom Village Misery,Help Stone City Reputation Merchant perish the evil force here.,"Although the Stone City is flourish, and everywhere is so crowded. But out of Stone City, the situation is different.  There are some Mobsters robbing the passersby.  It's a big trouble for the villagers.  $username$, could you please help us perish them?",To reinstall the peace life of Stone City does depend on you.,Take action now!  Don't waste time!,"$username$, thank you very much. Your reputation increased!  We all respect you now.",
458,Western Suburb Evil Force,Help Mercy Temple Reputation Merchant perish the evil force here.,"At the west of Stone City, there is a temple called Mercy Temple.  It used to be a good place for the people in Stone City to pray for blessings. Since Monk Yude and Callet Head Young occupied it, Mercy Temple became a dirty place. $username$, could you please help us reinstall the peace of Mercy Temple?",To reinstall the peace life of Mercy Temple does depend on you.,Take action now!  Don't waste time!,"$username$, thank you very much. Your reputation increased!  We all respect you now.",
459,Clean Up the Evil Monks,Help Mercy Temple Reputation Merchant perish the evil force here.,"Mercy Temple is not a easy place to get through, there is s secret dungeon behind the back yard of Mercy Temple. It is guarded by the Monk Soldiers. We are trying to find someone secretly get into the dungeon to perish the evil force. $username$, do you want to go?",To reinstall the peace life of Mercy Temple does depend on you.,Take action now!  Don't waste time!,"$username$, thank you very much. Your reputation increased!  We all respect you now.",
